id,russian,lincos,category,subcategory,difficulty,concepts
math_721,одиннадцать минус два равно девять,1011 - 10 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1048,одиннадцать минус девять равно два,1011 - 1001 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_198,b равно x,b = x,logic,equality,1,"['logic', 'equality']"
logic_440,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
logic_457,b равно z,b = z,logic,equality,1,"['logic', 'equality']"
math_951,девять умножить на четыре равно тридцать шесть,1001 * 100 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1013,"для всех x, если x принадлежит Com, то x принадлежит Rea",∧ x . x ∈ Com . → . x ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_929,a является элементом множества Pri,a ∈ Pri,logic,membership,2,"['logic', 'membership']"
math_901,восемь плюс два равно десять,1000 + 10 = 1010,math,addition,1,"['arithmetic', 'addition']"
logic_856,"существует z такой, что z принадлежит Num",∨ z . z ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_651,девять плюс десять равно девятнадцать,1001 + 1010 = 10011,math,addition,1,"['arithmetic', 'addition']"
math_1090,восемь умножить на пять равно сорок,1000 * 101 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_790,"для всех z, если z принадлежит Num, то z принадлежит Rat",∧ z . z ∈ Num . → . z ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_1121,"если y равно a, то a равно y",y = a . → . a = y,logic,implication,2,"['logic', 'implication']"
comp_346,тринадцать больше семь,1101 > 111,comparison,больше,1,"['comparison', 'inequality']"
logic_705,y является элементом множества Num,y ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_1493,z равно x,z = x,logic,equality,1,"['logic', 'equality']"
logic_1334,"существует c такой, что c принадлежит Pri",∨ c . c ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_177,восемь плюс четырнадцать равно двадцать два,1000 + 1110 = 10110,math,addition,1,"['arithmetic', 'addition']"
logic_282,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
logic_1038,a равно b,a = b,logic,equality,1,"['logic', 'equality']"
logic_849,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
math_1006,десять минус семь равно три,1010 - 111 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_861,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
math_311,тринадцать плюс шесть равно девятнадцать,1101 + 110 = 10011,math,addition,1,"['arithmetic', 'addition']"
logic_1472,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
math_473,десять минус два равно восемь,1010 - 10 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1266,c является элементом множества Rat,c ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_1087,четырнадцать плюс тринадцать равно двадцать семь,1110 + 1101 = 11011,math,addition,1,"['arithmetic', 'addition']"
logic_407,"для всех a, если a принадлежит Num, то a принадлежит Int",∧ a . a ∈ Num . → . a ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
math_64,семь умножить на три равно двадцать один,111 * 11 = 10101,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1129,y равно a,y = a,logic,equality,1,"['logic', 'equality']"
math_404,шесть делить на шесть равно один,110 / 110 = 1,math,division,1,"['arithmetic', 'division']"
math_116,тринадцать минус один равно двенадцать,1101 - 1 = 1100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_961,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
logic_545,"если x равно c, то c равно x",x = c . → . c = x,logic,implication,2,"['logic', 'implication']"
math_869,семь умножить на четыре равно двадцать восемь,111 * 100 = 11100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_502,x является элементом множества Rat,x ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_353,"если a равно c, то c равно a",a = c . → . c = a,logic,implication,2,"['logic', 'implication']"
logic_491,"для всех c, если c принадлежит Num, то c принадлежит Pri",∧ c . c ∈ Num . → . c ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_531,тринадцать минус одиннадцать равно два,1101 - 1011 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1217,четырнадцать минус три равно одиннадцать,1110 - 11 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1309,b равно y,b = y,logic,equality,1,"['logic', 'equality']"
math_47,пятнадцать умножить на три равно сорок пять,1111 * 11 = 101101,math,multiplication,1,"['arithmetic', 'multiplication']"
math_109,девять плюс пять равно четырнадцать,1001 + 101 = 1110,math,addition,1,"['arithmetic', 'addition']"
logic_632,"существует x такой, что x принадлежит Rea",∨ x . x ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_215,"для всех x, если x принадлежит Int, то x принадлежит Com",∧ x . x ∈ Int . → . x ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_300,одиннадцать умножить на девять равно девяносто девять,1011 * 1001 = 1100011,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1151,"если c равно a, то a равно c",c = a . → . a = c,logic,implication,2,"['logic', 'implication']"
math_1107,два плюс три равно пять,10 + 11 = 101,math,addition,1,"['arithmetic', 'addition']"
logic_951,"для всех z, если z принадлежит Int, то z принадлежит Pri",∧ z . z ∈ Int . → . z ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
logic_1068,y является элементом множества Rea,y ∈ Rea,logic,membership,2,"['logic', 'membership']"
math_860,девять умножить на девять равно восемьдесят один,1001 * 1001 = 1010001,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1181,десять умножить на восемь равно восемьдесят,1010 * 1000 = 1010000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_420,b является элементом множества Int,b ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_978,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
logic_1476,"если y равно c, то c равно y",y = c . → . c = y,logic,implication,2,"['logic', 'implication']"
comp_167,семнадцать меньше восемнадцать,10001 < 10010,comparison,меньше,1,"['comparison', 'inequality']"
math_556,пятнадцать умножить на шесть равно девяносто,1111 * 110 = 1011010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_512,"для всех z, если z принадлежит Rat, то z принадлежит Rea",∧ z . z ∈ Rat . → . z ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_547,три плюс тринадцать равно шестнадцать,11 + 1101 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_821,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
math_378,один плюс два равно три,1 + 10 = 11,math,addition,1,"['arithmetic', 'addition']"
math_338,одиннадцать минус три равно восемь,1011 - 11 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_217,шесть меньше пятнадцать,110 < 1111,comparison,меньше,1,"['comparison', 'inequality']"
logic_1109,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
math_29,девять плюс четыре равно тринадцать,1001 + 100 = 1101,math,addition,1,"['arithmetic', 'addition']"
math_1033,тринадцать умножить на два равно двадцать шесть,1101 * 10 = 11010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_814,"для всех b, если b принадлежит Int, то b принадлежит Rat",∧ b . b ∈ Int . → . b ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
comp_36,четырнадцать больше тринадцать,1110 > 1101,comparison,больше,1,"['comparison', 'inequality']"
logic_723,x равно a,x = a,logic,equality,1,"['logic', 'equality']"
math_724,двенадцать плюс пять равно семнадцать,1100 + 101 = 10001,math,addition,1,"['arithmetic', 'addition']"
logic_81,"если c равно b, то b равно c",c = b . → . b = c,logic,implication,2,"['logic', 'implication']"
comp_302,три меньше или равно двенадцать,11 ≤ 1100,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_440,восемнадцать больше два,10010 > 10,comparison,больше,1,"['comparison', 'inequality']"
math_588,пять минус один равно четыре,101 - 1 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
math_202,три плюс шесть равно девять,11 + 110 = 1001,math,addition,1,"['arithmetic', 'addition']"
math_700,четыре делить на четыре равно один,100 / 100 = 1,math,division,1,"['arithmetic', 'division']"
logic_1499,z равно b,z = b,logic,equality,1,"['logic', 'equality']"
math_639,два плюс восемь равно десять,10 + 1000 = 1010,math,addition,1,"['arithmetic', 'addition']"
math_1165,тринадцать умножить на три равно тридцать девять,1101 * 11 = 100111,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1290,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
logic_860,x равно a,x = a,logic,equality,1,"['logic', 'equality']"
math_28,тринадцать плюс двенадцать равно двадцать пять,1101 + 1100 = 11001,math,addition,1,"['arithmetic', 'addition']"
math_1129,восемь умножить на четыре равно тридцать два,1000 * 100 = 100000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1302,a равно z,a = z,logic,equality,1,"['logic', 'equality']"
logic_1437,"если z равно b, то b равно z",z = b . → . b = z,logic,implication,2,"['logic', 'implication']"
logic_1175,y равно a,y = a,logic,equality,1,"['logic', 'equality']"
comp_120,двенадцать больше шесть,1100 > 110,comparison,больше,1,"['comparison', 'inequality']"
math_523,один умножить на десять равно десять,1 * 1010 = 1010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1311,"для всех a, если a принадлежит Int, то a принадлежит Num",∧ a . a ∈ Int . → . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_793,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
math_1063,двенадцать умножить на шесть равно семьдесят два,1100 * 110 = 1001000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_258,"если z равно a, то a равно z",z = a . → . a = z,logic,implication,2,"['logic', 'implication']"
logic_1237,"существует x такой, что x принадлежит Rat",∨ x . x ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
comp_69,семь меньше или равно тринадцать,111 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_304,девять меньше тринадцать,1001 < 1101,comparison,меньше,1,"['comparison', 'inequality']"
math_213,восемь плюс два равно десять,1000 + 10 = 1010,math,addition,1,"['arithmetic', 'addition']"
comp_122,семь меньше шестнадцать,111 < 10000,comparison,меньше,1,"['comparison', 'inequality']"
logic_966,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
math_1187,два умножить на тринадцать равно двадцать шесть,10 * 1101 = 11010,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_113,десять больше или равно десять,1010 ≥ 1010,comparison,больше или равно,1,"['comparison', 'inequality']"
math_585,семь плюс четыре равно одиннадцать,111 + 100 = 1011,math,addition,1,"['arithmetic', 'addition']"
math_821,восемь плюс шесть равно четырнадцать,1000 + 110 = 1110,math,addition,1,"['arithmetic', 'addition']"
logic_1108,x равно z,x = z,logic,equality,1,"['logic', 'equality']"
comp_292,два меньше или равно семь,10 ≤ 111,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_132,восемь больше или равно один,1000 ≥ 1,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_1388,"если c равно b, то b равно c",c = b . → . b = c,logic,implication,2,"['logic', 'implication']"
logic_102,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
logic_162,"если z равно b, то b равно z",z = b . → . b = z,logic,implication,2,"['logic', 'implication']"
math_1229,одиннадцать минус восемь равно три,1011 - 1000 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
math_917,восемь плюс девять равно семнадцать,1000 + 1001 = 10001,math,addition,1,"['arithmetic', 'addition']"
logic_717,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_575,девять плюс одиннадцать равно двадцать,1001 + 1011 = 10100,math,addition,1,"['arithmetic', 'addition']"
comp_419,восемнадцать больше четыре,10010 > 100,comparison,больше,1,"['comparison', 'inequality']"
math_831,пятнадцать плюс четыре равно девятнадцать,1111 + 100 = 10011,math,addition,1,"['arithmetic', 'addition']"
logic_462,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
math_836,девять делить на три равно три,1001 / 11 = 11,math,division,1,"['arithmetic', 'division']"
logic_316,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
math_204,десять плюс два равно двенадцать,1010 + 10 = 1100,math,addition,1,"['arithmetic', 'addition']"
logic_235,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
logic_655,"существует c такой, что c принадлежит Int",∨ c . c ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_227,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
comp_159,шестнадцать больше или равно восемь,10000 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_377,a равно x,a = x,logic,equality,1,"['logic', 'equality']"
math_747,пятнадцать умножить на пять равно семьдесят пять,1111 * 101 = 1001011,math,multiplication,1,"['arithmetic', 'multiplication']"
math_918,семь умножить на четырнадцать равно девяносто восемь,111 * 1110 = 1100010,math,multiplication,1,"['arithmetic', 'multiplication']"
math_525,четыре умножить на четырнадцать равно пятьдесят шесть,100 * 1110 = 111000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_348,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
comp_160,семнадцать больше или равно девять,10001 ≥ 1001,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_497,пять больше или равно четыре,101 ≥ 100,comparison,больше или равно,1,"['comparison', 'inequality']"
math_468,девять минус семь равно два,1001 - 111 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_547,a является элементом множества Com,a ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_251,z является элементом множества Rat,z ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_479,a равно b,a = b,logic,equality,1,"['logic', 'equality']"
math_138,десять умножить на три равно тридцать,1010 * 11 = 11110,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_123,десять меньше или равно двенадцать,1010 ≤ 1100,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_191,двенадцать больше или равно восемь,1100 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_333,девять меньше или равно семнадцать,1001 ≤ 10001,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_298,шесть меньше или равно тринадцать,110 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_305,одиннадцать меньше тринадцать,1011 < 1101,comparison,меньше,1,"['comparison', 'inequality']"
comp_278,восемнадцать больше девять,10010 > 1001,comparison,больше,1,"['comparison', 'inequality']"
math_1178,один плюс четырнадцать равно пятнадцать,1 + 1110 = 1111,math,addition,1,"['arithmetic', 'addition']"
comp_336,девятнадцать больше шестнадцать,10011 > 10000,comparison,больше,1,"['comparison', 'inequality']"
math_400,девять плюс тринадцать равно двадцать два,1001 + 1101 = 10110,math,addition,1,"['arithmetic', 'addition']"
logic_422,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
comp_103,девятнадцать больше или равно одиннадцать,10011 ≥ 1011,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_1371,"если y равно a, то a равно y",y = a . → . a = y,logic,implication,2,"['logic', 'implication']"
logic_1329,"существует y такой, что y принадлежит Num",∨ y . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1026,"если a равно x, то x равно a",a = x . → . x = a,logic,implication,2,"['logic', 'implication']"
math_1046,десять минус шесть равно четыре,1010 - 110 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1122,шесть плюс тринадцать равно девятнадцать,110 + 1101 = 10011,math,addition,1,"['arithmetic', 'addition']"
math_332,восемь умножить на один равно восемь,1000 * 1 = 1000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_202,b равно y,b = y,logic,equality,1,"['logic', 'equality']"
logic_39,"если a равно c, то c равно a",a = c . → . c = a,logic,implication,2,"['logic', 'implication']"
comp_331,пять меньше двадцать,101 < 10100,comparison,меньше,1,"['comparison', 'inequality']"
math_1017,десять плюс пять равно пятнадцать,1010 + 101 = 1111,math,addition,1,"['arithmetic', 'addition']"
logic_196,a является элементом множества Num,a ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_930,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
math_1018,пятнадцать делить на пять равно три,1111 / 101 = 11,math,division,1,"['arithmetic', 'division']"
logic_760,"если a равно x, то x равно a",a = x . → . x = a,logic,implication,2,"['logic', 'implication']"
comp_181,один меньше семнадцать,1 < 10001,comparison,меньше,1,"['comparison', 'inequality']"
comp_442,четыре меньше пять,100 < 101,comparison,меньше,1,"['comparison', 'inequality']"
math_1054,девять умножить на восемь равно семьдесят два,1001 * 1000 = 1001000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_270,четыре плюс девять равно тринадцать,100 + 1001 = 1101,math,addition,1,"['arithmetic', 'addition']"
math_1106,двенадцать плюс один равно тринадцать,1100 + 1 = 1101,math,addition,1,"['arithmetic', 'addition']"
logic_231,a является элементом множества Com,a ∈ Com,logic,membership,2,"['logic', 'membership']"
math_644,семь плюс три равно десять,111 + 11 = 1010,math,addition,1,"['arithmetic', 'addition']"
math_792,тринадцать минус семь равно шесть,1101 - 111 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
math_398,десять умножить на семь равно семьдесят,1010 * 111 = 1000110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_210,"для всех a, если a принадлежит Num, то a принадлежит Int",∧ a . a ∈ Num . → . a ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_650,"существует c такой, что c принадлежит Num",∨ c . c ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
comp_495,четырнадцать больше или равно четыре,1110 ≥ 100,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_361,девятнадцать больше или равно шестнадцать,10011 ≥ 10000,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_364,"если b равно y, то y равно b",b = y . → . y = b,logic,implication,2,"['logic', 'implication']"
logic_257,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
logic_973,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
logic_421,"существует b такой, что b принадлежит Int",∨ b . b ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
math_815,пятнадцать плюс пять равно двадцать,1111 + 101 = 10100,math,addition,1,"['arithmetic', 'addition']"
math_354,семь умножить на семь равно сорок девять,111 * 111 = 110001,math,multiplication,1,"['arithmetic', 'multiplication']"
math_533,девять минус один равно восемь,1001 - 1 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1171,"существует z такой, что z принадлежит Com",∨ z . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_672,четырнадцать минус семь равно семь,1110 - 111 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
math_365,четыре плюс семь равно одиннадцать,100 + 111 = 1011,math,addition,1,"['arithmetic', 'addition']"
math_953,семь умножить на три равно двадцать один,111 * 11 = 10101,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_967,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_65,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_289,восемь минус четыре равно четыре,1000 - 100 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_48,z является элементом множества Num,z ∈ Num,logic,membership,2,"['logic', 'membership']"
math_448,четыре умножить на десять равно сорок,100 * 1010 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_31,"если z равно c, то c равно z",z = c . → . c = z,logic,implication,2,"['logic', 'implication']"
logic_1306,a равно z,a = z,logic,equality,1,"['logic', 'equality']"
comp_321,десять больше или равно семь,1010 ≥ 111,comparison,больше или равно,1,"['comparison', 'inequality']"
math_294,тринадцать минус двенадцать равно один,1101 - 1100 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1270,"существует y такой, что y принадлежит Num",∨ y . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1426,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
comp_289,два меньше или равно пять,10 ≤ 101,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1191,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_763,пять делить на один равно пять,101 / 1 = 101,math,division,1,"['arithmetic', 'division']"
logic_844,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
logic_1158,"для всех y, если y принадлежит Rat, то y принадлежит Com",∧ y . y ∈ Rat . → . y ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_1194,пятнадцать умножить на один равно пятнадцать,1111 * 1 = 1111,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1308,"существует y такой, что y принадлежит Com",∨ y . y ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_1305,"существует a такой, что a принадлежит Rea",∨ a . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_167,семь минус шесть равно один,111 - 110 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
math_515,пять умножить на четырнадцать равно семьдесят,101 * 1110 = 1000110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_868,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
comp_409,шесть меньше семнадцать,110 < 10001,comparison,меньше,1,"['comparison', 'inequality']"
math_1219,десять плюс шесть равно шестнадцать,1010 + 110 = 10000,math,addition,1,"['arithmetic', 'addition']"
comp_244,два больше или равно два,10 ≥ 10,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_1181,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
logic_473,"для всех z, если z принадлежит Rat, то z принадлежит Num",∧ z . z ∈ Rat . → . z ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1440,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
math_1210,три делить на три равно один,11 / 11 = 1,math,division,1,"['arithmetic', 'division']"
logic_236,"существует b такой, что b принадлежит Pri",∨ b . b ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_1032,четырнадцать умножить на шесть равно восемьдесят четыре,1110 * 110 = 1010100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_61,"если x равно y, то y равно x",x = y . → . y = x,logic,implication,2,"['logic', 'implication']"
logic_895,x равно z,x = z,logic,equality,1,"['logic', 'equality']"
math_576,пять плюс двенадцать равно семнадцать,101 + 1100 = 10001,math,addition,1,"['arithmetic', 'addition']"
comp_139,пять меньше или равно четырнадцать,101 ≤ 1110,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_269,один умножить на восемь равно восемь,1 * 1000 = 1000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1125,пять умножить на тринадцать равно шестьдесят пять,101 * 1101 = 1000001,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_392,двадцать больше восемнадцать,10100 > 10010,comparison,больше,1,"['comparison', 'inequality']"
math_76,два умножить на один равно два,10 * 1 = 10,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_345,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
math_623,шесть плюс десять равно шестнадцать,110 + 1010 = 10000,math,addition,1,"['arithmetic', 'addition']"
math_185,одиннадцать умножить на один равно одиннадцать,1011 * 1 = 1011,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_461,пять меньше восемь,101 < 1000,comparison,меньше,1,"['comparison', 'inequality']"
logic_680,b равно z,b = z,logic,equality,1,"['logic', 'equality']"
math_542,одиннадцать плюс двенадцать равно двадцать три,1011 + 1100 = 10111,math,addition,1,"['arithmetic', 'addition']"
logic_1279,"существует c такой, что c принадлежит Com",∨ c . c ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
comp_223,семь меньше шестнадцать,111 < 10000,comparison,меньше,1,"['comparison', 'inequality']"
logic_1452,"для всех z, если z принадлежит Rat, то z принадлежит Com",∧ z . z ∈ Rat . → . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_228,три умножить на одиннадцать равно тридцать три,11 * 1011 = 100001,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_63,b является элементом множества Num,b ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_372,c является элементом множества Int,c ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_300,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
math_304,три умножить на девять равно двадцать семь,11 * 1001 = 11011,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_233,девять меньше тринадцать,1001 < 1101,comparison,меньше,1,"['comparison', 'inequality']"
comp_311,восемь больше или равно четыре,1000 ≥ 100,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_278,z является элементом множества Num,z ∈ Num,logic,membership,2,"['logic', 'membership']"
comp_274,пять меньше или равно шестнадцать,101 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_416,"для всех b, если b принадлежит Int, то b принадлежит Num",∧ b . b ∈ Int . → . b ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
comp_96,восемь меньше девятнадцать,1000 < 10011,comparison,меньше,1,"['comparison', 'inequality']"
math_866,один умножить на девять равно девять,1 * 1001 = 1001,math,multiplication,1,"['arithmetic', 'multiplication']"
math_961,пять умножить на четырнадцать равно семьдесят,101 * 1110 = 1000110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_152,a является элементом множества Rat,a ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_580,c равно b,c = b,logic,equality,1,"['logic', 'equality']"
logic_631,"если b равно y, то y равно b",b = y . → . y = b,logic,implication,2,"['logic', 'implication']"
math_54,шесть плюс восемь равно четырнадцать,110 + 1000 = 1110,math,addition,1,"['arithmetic', 'addition']"
comp_117,семнадцать меньше восемнадцать,10001 < 10010,comparison,меньше,1,"['comparison', 'inequality']"
logic_5,"если y равно a, то a равно y",y = a . → . a = y,logic,implication,2,"['logic', 'implication']"
math_1153,тринадцать плюс тринадцать равно двадцать шесть,1101 + 1101 = 11010,math,addition,1,"['arithmetic', 'addition']"
math_753,восемь умножить на пять равно сорок,1000 * 101 = 101000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_777,"если c равно a, то a равно c",c = a . → . a = c,logic,implication,2,"['logic', 'implication']"
comp_163,четырнадцать больше четыре,1110 > 100,comparison,больше,1,"['comparison', 'inequality']"
comp_451,один меньше или равно четырнадцать,1 ≤ 1110,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_701,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_608,двенадцать делить на три равно четыре,1100 / 11 = 100,math,division,1,"['arithmetic', 'division']"
math_152,двенадцать умножить на три равно тридцать шесть,1100 * 11 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_323,девять плюс два равно одиннадцать,1001 + 10 = 1011,math,addition,1,"['arithmetic', 'addition']"
math_985,тринадцать минус два равно одиннадцать,1101 - 10 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_719,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
logic_1016,c является элементом множества Com,c ∈ Com,logic,membership,2,"['logic', 'membership']"
logic_67,"существует b такой, что b принадлежит Pri",∨ b . b ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_199,четыре плюс двенадцать равно шестнадцать,100 + 1100 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_25,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
comp_57,десять больше два,1010 > 10,comparison,больше,1,"['comparison', 'inequality']"
